Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,3 A P F,10619401,131.14,70.45,60.15,75.99,52.01,55.33,81.3,102.68,83.36,79.11,115.66,75.87,AR,15.53,14.13,[]
ZTRD,3 A X C,10619402,872.45,588.66,537.97,525.98,459.47,394.8,599.48,748.91,611.94,464.41,844.33,583.21,AR,142.42,20.03,[]
ZTRD,3 A X E,10619403,152.01,91.93,33.29,69.7,51.32,99.89,237.59,74.74,102.12,87.66,236.0,171.1,AR,89.82,66.62,[]
ZTRD,3 A X F,10619404,85.47,27.68,49.6,58.69,47.91,48.22,67.65,73.28,77.72,33.37,62.75,64.84,AR,20.42,32.85,[]
ZTRD,3 A Y E,10619405,10.21,5.42,2.49,2.61,1.33,0.13,0.8,0.91,0,1.9,1.11,0.93,AR,3.81,nan,[]
ZTRD,3 B A E,10619406,6.98,0.11,0,16.57,18.26,0,13.4,9.79,8.43,2.62,17.67,12.73,AR,9.51,124.01,[]
ZTRD,3 B A F,10619408,445.57,232.99,332.93,157.52,339.01,224.92,299.23,317.34,394.12,239.94,430.76,289.31,AR,73.74,18.19,[]
ZTRD,3 B B C,10619410,6.63,2.89,1.21,8.61,8.6,3.84,10.05,4.38,1.54,1.58,9.07,6.55,AR,7.8,153.53,[]
ZTRD,3 B B E,10619412,0,0.07,0.12,0,0.05,0,0,0,1.23,0.16,0.99,0.01,AR,0.53,nan,[]
ZTRD,3 B B F,10619414,1.81,2.73,1.55,1.24,3.4,1.63,0,3.73,4.49,0,3.6,2.14,AR,3.3,nan,[]
ZTRD,3 B C C,10619415,0.29,0,0,0.85,0.93,0,0.66,0.31,0.65,0.06,0.68,0.9,AR,0.56,nan,[]
ZTRD,3 B C E,10619416,0,0.57,0.35,0.29,0.2,0.4,0.79,0.5,0.68,0.84,0.12,0,AR,7.32,nan,[]
ZTRD,3 B C F,10619417,5.32,0.07,1.48,2.04,2.89,5.52,0,6.8,2.61,5.51,3.11,4.12,AR,3.62,inf,[]
ZTRD,3 B D B,10619418,0,0,0.1,0,0.01,0,0,0.02,0,0,0,0,AR,0.24,nan,[]
ZTRD,3 B D E,10619426,9.57,58.1,31.66,31.9,11.53,20.72,10.5,17.45,37.69,19.32,22.45,36.91,AR,15.19,162.36,[]
ZTRD,3 B D F,10619427,67.1,53.32,62.97,31.24,26.43,56.19,26.52,72.76,95.03,20.18,50.98,63.12,AR,41.76,95.5,[]
ZTRD,3 B E C,10619432,0,1.45,1.17,0.4,0,0.9,0.58,0.24,0,0.0,0,0,AR,2.75,inf,[]
ZTRD,3 B E E,10619434,6.15,6.05,2.83,2.09,0.37,0.23,2.06,0.63,0,2.42,5.54,1.28,AR,2.68,inf,[]
ZTRD,3 B X C,10619439,1.12,2.0,0,4.05,0,3.47,6.84,1.81,29.19,1.8,3.69,0.2,AR,9.57,inf,[]
ZTRD,3 B X E,10619440,3.25,5.22,0.55,0.12,2.53,8.5,0.75,0.22,0,1.96,0.33,0.43,AR,8.03,nan,[]
ZTRD,3 B X F,10619450,13.89,8.46,7.45,7.31,8.88,4.11,4.55,6.76,14.24,5.34,5.23,3.68,AR,5.88,78.58,[]
ZTRD,3 B Y C,10619451,19.99,10.17,9.82,0.55,11.94,4.93,6.57,12.73,9.92,2.92,8.87,5.04,AR,8.53,87.49,[]
ZTRD,3 C A A,10619452,3.61,17.86,14.0,8.4,12.24,2.3,0.94,11.64,5.34,1.01,7.31,1.55,AR,5.12,184.14,[]
ZTRD,3 C A E,10619453,5.56,29.66,-0.0,19.88,7.65,4.94,2.58,4.11,15.64,2.08,6.89,2.32,AR,10.98,nan,[]
ZTRD,3 D A C,10619454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 D A E,10619456,0,0.2,5.62,0,0,0,0,0,0,0.54,0,0.82,AR,2.06,nan,[]
ZTRD,3 D A F,10619457,0.57,1.86,0.34,0,0,1.18,0.57,0,0,0.97,0.58,0.07,AR,2.46,nan,[]
ZTRD,3 D B E,10619460,51.21,15.53,12.21,7.87,12.86,18.44,23.83,25.29,19.92,27.05,24.38,34.85,AR,11.62,38.31,[]
ZTRD,3 D B F,10619461,0.25,0.13,2.17,0,1.36,0.23,1.95,0,0,0,0.94,0,AR,1.43,nan,[]
ZTRD,3 D C C,10619463,0,0,0,0,0,0,0,0,0.86,0,0,0,AR,0.37,nan,[]
ZTRD,3 D C E,10619464,1.94,0,0,0,0,0,0,0,1.22,0.83,0,0,AR,3.9,nan,[]
ZTRD,3 D D E,10619466,1.8,0.52,0,3.63,5.51,0.92,0,3.47,7.92,0.34,0,0.73,AR,2.28,nan,[]
ZTRD,3 D D F,10619467,0,0.7,1.49,0.42,2.23,0.58,0,1.08,1.56,0.97,0.79,0.59,AR,1.25,nan,[]
ZTRD,3 D X C,10619482,0,0,0.51,0.21,0.18,0.02,2.53,0.69,0,0,0.01,0,AR,0.97,nan,[]
ZTRD,3 D X E,10619483,0,0,0,0.25,0,2.6,0,3.07,0.09,1.98,0,0.58,AR,1.4,nan,[]
ZTRD,3 D X F,10619485,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 X X C,10619487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 X X E,10619488,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.51,nan,[]
ZTRD,3 X X F,10619489,0.09,0.16,0,0.01,0.19,0,-0.0,0.27,0.07,0.98,0.06,0.13,AR,0.33,nan,[]
ZTRD,3 Y A C,10619490,1.66,0.52,0.16,0,0,0.21,0,0.4,0,0.3,0,0.18,AR,1.33,nan,[]
ZTRD,3 Y A E,10619491,0,0,0,0,0,0,0,0.68,0,0,0,0.01,AR,1.1,nan,[]
ZTRD,3 Y A F,10619492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 Y Y C,10619493,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.09,nan,[]
ZTRD,3 Y Y E,10619494,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.38,nan,[]
ZTRD,4 A C C,10619495,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.05,nan,[]
ZTRD,4 A C F,10619496,0.32,0.47,0.1,0,0,0.07,0,0,0.05,0.01,0.06,0,AR,0.63,nan,[]
ZTRD,4 A D B,10619497,0.74,0.74,0.04,0,0,-0.0,0.1,0.14,0,0,0,0,AR,1.08,nan,[]
ZTRD,4 A D C,10619498,0.43,0,0,0.34,0,0.07,0,0.06,0.07,0.61,0.09,0.17,AR,0.37,nan,[]
ZTRD,4 A D E,10619499,0,0,0.68,1.42,0,0,0,0.02,3.21,3.04,0,0,AR,1.28,nan,[]
ZTRD,4 A D F,10619501,1.32,1.74,1.87,0.32,0.3,0.19,0.35,0.13,0.41,0,0.67,9.7,AR,2.18,nan,[]
ZTRD,4 A G B,10619508,19.94,13.05,7.08,10.13,17.08,0,11.03,9.19,8.61,12.98,20.62,0,AR,11.33,inf,[]
ZTRD,4 A G C,10619509,3.56,4.95,9.94,9.03,5.88,0.7,0.67,2.81,2.74,1.89,1.08,3.2,AR,4.93,206.05,[]
ZTRD,4 A G E,10619511,3.92,5.05,0,2.49,3.71,2.16,4.77,3.81,1.75,2.4,4.14,3.87,AR,3.37,inf,[]
ZTRD,4 A G F,10619512,3.17,3.46,0,3.66,1.41,2.99,1.88,5.04,0,4.95,0,5.6,AR,3.19,inf,[]
ZTRD,4 A K E,10619513,0.74,0.07,1.13,0,0.06,0.97,0.06,0.08,0.01,0.02,0.1,0.04,AR,0.5,nan,[]
ZTRD,4 A K F,10619514,0,0.11,0,0,0.09,0,0,0,0.0,0,0,0,AR,1.09,nan,[]
ZTRD,4 A L E,10619517,0.16,0.43,0,0.85,0,0,0,0,0,0,0,0,AR,2.19,inf,[]
ZTRD,4 A M E,10619518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 A N E,10619520,0.8,0,0.0,0.9,0.91,0,0,0,0,0,0,0,AR,0.5,nan,[]
ZTRD,4 A X B,10619521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 A X C,10619523,0,0,2.67,3.51,2.72,0.38,0,1.28,2.02,0.66,1.77,4.35,AR,1.86,inf,[]
ZTRD,4 A X D,10619530,59.12,58.19,35.16,50.52,43.56,10.04,19.72,47.75,14.45,83.95,35.05,73.75,AR,32.26,67.19,[]
ZTRD,4 A X E,10619531,214.15,46.5,154.51,179.67,133.15,234.15,173.19,146.77,265.4,180.94,84.72,280.65,AR,71.25,32.65,[]
ZTRD,4 A X F,10619532,632.18,549.88,410.45,326.65,390.58,253.21,572.04,362.59,607.84,428.26,611.09,485.71,AR,135.85,20.65,[]
ZTRD,4 B B E,10619533,0,0,0,0.28,5.6,0,3.64,0,0,0,0,0,AR,3.76,nan,[]
ZTRD,4 B X C,10619534,0,11.48,2.67,0.47,3.87,4.07,0,0.82,1.04,0.05,7.16,0.62,AR,3.21,nan,[]
ZTRD,4 B X E,10619535,29.96,9.93,12.87,21.86,0.96,8.82,48.19,15.58,29.48,0,0,11.76,AR,20.02,inf,[]
ZTRD,4 B X F,10619538,0,0.01,-0.0,0.92,0,0,0,0,0,0.0,0,0,AR,0.29,nan,[]
ZTRD,4 C B C,10619539,0,1.03,0.04,0.07,0,0.22,0.58,0.26,0,0.94,1.06,0.08,AR,0.5,nan,[]
ZTRD,4 C C A,10619540,0,0.33,0.07,0,0,0,0.25,-0.0,0.01,0.86,0.13,0.04,AR,0.29,nan,[]
ZTRD,4 C C E,10619541,0,0,0.04,0.88,0,0,0,0,0,0,0,0.05,AR,0.29,nan,[]
ZTRD,4 C D C,10619548,2.28,0,12.6,45.28,0,10.79,23.15,6.85,13.91,4.9,18.87,0,AR,18.81,inf,[]
ZTRD,4 C X E,10619550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 D A A,10619551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 D A E,10619552,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.12,nan,[]
ZTRD,4 X A A,10619553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X A C,10619554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X A E,10619555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X B A,10619556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X B C,10619563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X B E,10619568,0,0.01,0,0.3,0,0.19,1.98,0,0.06,0,0.03,0,AR,1.57,nan,[]
ZTRD,4 X B F,10619569,0.76,0,0.39,0,0.17,0.05,0.26,0.11,0.86,0.11,0,0.3,AR,0.74,nan,[]
ZTRD,4 X C C,10619570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X C E,10619571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 X D A,10619591,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.31,nan,[]
ZTRD,4 X D C,10619592,0,0.03,0,-0.0,0,0,0,0,0.97,0,0,0,AR,0.36,nan,[]
ZTRD,4 X X C,10619593,0,0,0,0.43,0.63,0.12,0,0,0.04,0.38,1.3,0.95,AR,0.49,inf,[]
ZTRD,4 X X E,10619595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.6,inf,[]
ZTRD,4 X X F,10619597,0.91,0.04,0.04,0.04,0.35,0.05,0.05,0.04,0.11,0.03,0.03,0.02,AR,0.41,nan,[]
ZTRD,4 X X G,10619600,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,4 Y Y C,10619601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 Z Z A,10619605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,4 Z Z B,10619606,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,4 Z Z C,10619607,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.0,nan,[]
ZTRD,4 Z Z E,10619608,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 B X C,10619610,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.02,nan,[]
ZTRD,5 E A C,10619611,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 X X C,10619622,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 Y Y C,10619623,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A A C,10619626,0,2.87,0,0.09,0.38,1.86,0,0,0,0,0,0,AR,3.5,nan,[]
ZTRD,6 A D C,10619629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,6 A D E,10619674,5.2,2.07,4.3,1.04,5.94,0.99,3.43,3.91,4.03,2.1,4.35,2.63,AR,2.72,nan,[]
ZTRD,6 A E C,10619675,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A E E,10619676,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A E F,10619677,1.77,2.03,0.49,4.77,0,0.32,0,0.58,1.51,0.87,0.83,0.62,AR,1.62,nan,[]
ZTRD,6 A X C,10619684,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 A X E,10619686,1.1,0,1.09,0,6.6,0.91,5.73,0.67,0,0,0.29,0,AR,2.68,nan,[]
ZTRD,6 S W E,10619691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.04,nan,[]
ZTRD,6 X X E,10619727,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,6 Z Z A,10619740,0.08,0.11,0,1.03,1.11,0,0.08,0,0.04,-0.0,0.03,0.03,AR,0.5,nan,[]
ZTRD,6 Z Z C,10619749,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,6 Z Z E,10619750,0,0.06,0.13,0,0,0.03,0.28,0,0,0.72,0,0.16,AR,0.86,nan,[]
ZTRD,6 Z Z H,10619751,0.43,0,0.13,0.0,0.03,0.11,0.01,0,0.74,0,0.86,0,AR,0.41,nan,[]
ZTRD,7 C C J,10619800,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,7 X A G,10619801,0.26,0,0,0.06,0.25,0.59,0.18,0,0,0.72,0.88,0.39,AR,0.58,nan,[]
ZTRD,7 X B G,10619802,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 X X G,10619803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 X Y G,10619804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 X Z G,10619805,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,AR,0.9,inf,[]
ZTRD,8 D A B,10619807,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,8 D A C,10619811,19.7,4.17,2.86,7.25,16.06,4.24,0.57,3.57,11.33,0,1.58,21.15,AR,9.13,nan,[]
ZTRD,8 D Z B,10619812,36.07,30.32,7.88,13.96,27.99,20.03,19.65,28.8,11.45,14.96,51.83,56.17,AR,12.94,55.33,[]
ZTRD,10 Z Z Z,10619813,0,0.76,0.08,0.32,1.18,0,1.19,0.65,0.31,0,0.25,1.05,AR,0.91,nan,[]
ZTRD,B E 02,10619814,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,AR,0.29,nan,[]
ZTRD,G A A A,10619815,42.88,36.05,28.86,46.06,44.38,15.34,33.39,45.79,49.96,27.21,32.64,30.26,AR,11.88,32.68,[]
ZTRD,G A A E,10619816,1.08,1.53,0.54,3.61,5.1,3.37,6.52,6.47,4.0,1.21,3.05,2.66,AR,3.35,88.02,[]
ZTRD,G B A A,10619818,2.25,1.43,0.4,3.91,0.33,0.87,0.29,0.14,0.07,2.78,1.4,0,AR,1.65,nan,[]
ZTRD,G B A E,10619819,0,0,0,0,0.71,0,0,0,0,0.84,0,0,AR,0.46,nan,[]
ZTRD,G B D C,10619820,1.51,0.5,1.25,1.04,2.16,0,0.13,0.36,0.3,0.25,1.27,0.2,AR,0.83,nan,[]
ZTRD,S A A A,10619823,0,0.13,0.91,0,0.08,0.27,0.14,0.09,0.02,0.02,-0.0,0,AR,0.44,nan,[]
ZTRD,S A E A,10619843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,S B A G,10619846,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.0,0.0,0.0,0,AR,0.31,nan,[]
ZTRD,S B B G,10619850,0,0,8.27,10.5,3.43,0.94,1.44,2.24,3.63,1.2,2.66,0.42,AR,8.87,392.06,[]
ZTRD,S B C G,10619852,0.2,0,0.2,1.02,0.27,0.01,0.12,0.06,0.05,0.08,0,0.09,AR,0.6,nan,[]
ZTRD,S B D G,10619853,0.16,0.08,1.14,0.18,0.1,0.11,0,0,2.03,0.14,0.12,0.12,AR,0.47,nan,[]
ZTRD,S B F G,10619854,0,0,0.0,0.09,1.08,0.03,0.01,0,-0.0,0,0,0,AR,0.41,nan,[]
ZTRD,S C A E,10619855,0.33,0.38,2.06,0.83,0.71,1.04,0.19,0.29,1.71,2.8,0.09,0.17,AR,1.14,nan,[]
ZTRD,1 B C E,10619861,0,0.47,0.17,1.17,3.29,0.87,2.41,2.08,0.33,1.06,0.29,1.19,AR,1.39,nan,[]
ZTRD,1 B I F,10619862,0.05,1.05,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,AR,0.29,nan,[]
ZTRD,1 B J C,10619863,144.26,116.64,145.05,130.22,137.75,118.69,133.23,160.91,167.01,107.63,138.53,131.8,AR,47.37,39.16,[]
ZTRD,1 B J E,10619865,0.18,0,0,1.61,0.85,0,0.77,0.14,2.77,0,0.21,0.11,AR,1.0,nan,[]
ZTRD,1 C F E,10619866,0.03,0.02,0,0,0.17,0.23,1.98,3.31,0.59,0.2,2.95,1.03,AR,1.14,nan,[]
ZTRD,1 C G E,10619867,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.65,nan,[]
ZTRD,1 C G F,10619868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.29,nan,[]
ZTRD,2 A B E,10619873,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 A E E,10619877,0,0,0.14,0,0,0,0,0,0,0,0,0,AR,0.13,nan,[]
ZTRD,2 A H E,10619884,0,0,0.38,0.62,0.73,2.58,2.19,1.56,0.97,0,0,0,AR,0.82,nan,[]
ZTRD,2 A X E,10619891,0.09,0.18,0.16,0.14,0.22,0.1,0.28,0.77,0.71,0.21,2.25,0.28,AR,0.57,inf,[]
ZTRD,2 A X F,10619893,23.88,16.69,8.73,0,12.41,0,51.44,12.73,61.89,29.44,18.4,23.31,AR,21.93,86.94,[]
ZTRD,2 B A E,10619894,0,0.1,0,0.17,0,0,0.01,1.04,0,0.07,0,0.06,AR,0.29,nan,[]
ZTRD,2 B D E,10619896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 S Y G,10621001,0,88.55,34.82,112.81,86.78,0,81.75,70.34,59.33,108.06,33.15,32.03,AR,63.73,62.43,[]
ZTRD,2 Y Y C,10621002,9.56,4.44,11.96,1.84,5.48,2.13,5.11,12.57,7.15,0.51,0,14.28,AR,4.9,nan,[]
ZTRD,3 A C E,10621003,0.65,1.51,7.93,8.03,6.8,0.52,2.33,5.12,1.85,2.46,1.34,1.25,AR,3.02,inf,[]
ZTRD,3 A G E,10621004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A I B,10622001,1.73,1.79,0,2.6,4.94,0,0,1.12,0.0,0.24,2.23,0.11,AR,1.72,nan,[]
ZTRD,3 A I C,10622002,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,3 A I E,10622003,2.76,0.11,1.84,1.74,0.48,0,0,0.86,0.21,0.37,0.37,0.11,AR,1.16,nan,[]
ZTRD,3 A I F,10622006,0,0,0,0,0,0,0.19,0,0.45,0,0.4,0,AR,1.79,nan,[]
ZTRD,3 A J B,10622009,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,AR,0.29,nan,[]
ZTRD,3 A J C,10622013,0,0.5,0,0.83,0,0.51,0.56,0,4.91,0,1.68,0,AR,1.34,nan,[]
ZTRD,3 A J E,10622015,1.13,3.17,0,0,0.11,0.25,0.19,1.06,0.04,0.07,0.15,0.16,AR,0.98,nan,[]
ZTRD,3 A J F,10622016,0.9,2.96,0.17,0.17,0.07,0.31,0.15,1.0,0.12,0.11,0.05,0.04,AR,0.91,nan,[]
ZTRD,3 A K C,10622019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A K E,10623001,0.25,0.77,4.9,8.06,1.65,9.18,15.14,8.88,7.03,0.24,8.38,1.25,AR,6.19,inf,[]
ZTRD,3 A K F,10623004,0,17.59,0,2.25,2.52,0,19.15,0,47.9,13.14,0.25,14.77,AR,12.38,nan,[]
ZTRD,3 A L E,10623010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A M C,10623011,0.8,0.19,0,0,0,0,0,0.01,0,0.06,0.4,0.07,AR,0.77,nan,[]
ZTRD,3 A M E,10623020,0.02,1.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,AR,0.29,nan,[]
ZTRD,3 A P B,10623104,0.1,0,0,0,0,0,0,0,0,0,0,0,AR,1.45,nan,[]
ZTRD,3 A P C,10623151,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 A P E,10623252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A P F,10623300,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 A X C,10623900,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 A X E,10625002,0.2,0,0.09,0.02,0,0.9,2.05,0,-0.0,0.03,-0.0,0.01,AR,0.65,nan,[]
ZTRD,3 A X F,10625005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A Y E,10625006,0.24,3.09,0.86,2.37,2.89,0,1.38,0.91,1.4,0.75,0.49,1.54,AR,2.77,inf,[]
ZTRD,3 B A C,10625010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 B A E,10625011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 B A F,10625100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 B B C,10625102,0.03,0,0,0,0.44,0,0,0.07,0,0,0.02,0.4,AR,0.27,nan,[]
ZTRD,3 B B E,10625105,0.89,0.71,0.84,0.42,0.23,1.89,1.36,1.48,1.03,0.41,2.94,1.14,AR,0.86,nan,[]
ZTRD,3 B B F,10625200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,3 B C C,10625201,1.07,0,1.55,0,5.49,1.19,0,0.99,2.79,0,2.53,0.71,AR,1.51,nan,[]
ZTRD,3 B C E,10625202,0.53,0.03,0.02,0.29,0.04,0.03,1.17,0.05,0.04,1.11,0.05,0.04,AR,0.41,nan,[]
ZTRD,3 B C F,10625203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,3 B D E,10625206,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B D F,10625207,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B E E,10625210,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,3 B X C,10625212,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 B X E,10625213,1.36,0.09,0.64,0.23,0,0.53,0.98,0.44,0.24,2.24,0.41,0.74,AR,0.65,nan,[]
ZTRD,3 B X F,10625214,0.03,1.03,0.03,0.03,0.03,0.53,0.03,0.03,0.04,1.04,0.04,0.04,AR,0.41,nan,[]
ZTRD,3 C A E,10625300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 C A Z,10625302,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 D A C,10625303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 D A E,10625306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,3 D A F,10625308,0.11,0.01,0.02,0.0,0.02,0.0,0.03,-0.0,0.03,0.09,0.02,0,AR,0.91,nan,[]
ZTRD,3 D B E,10625309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,3 D B F,10625310,0.15,0.12,0,0,0,0,0,0,0,0,0,0,AR,0.26,nan,[]
